game_pk,game_type,season,game_date,game_date1,game_date2,game_number,scheduled_innings,innings_played,status_code,home_team,away_team,home_score,away_score
630883,R,2020,2020-09-13 16:35:00+00:00,2020-09-13 16:35:00+00:00,,1,9,,S,180.0,164.0,,
630884,R,2020,2020-09-21 22:05:00+00:00,2020-09-21 22:05:00+00:00,,1,9,,S,180.0,186.0,,
630885,R,2020,2020-09-23 22:37:00+00:00,2020-09-23 22:37:00+00:00,,1,9,,S,185.0,187.0,,
630886,R,2020,2020-08-21 22:05:00+00:00,2020-08-21 22:05:00+00:00,,1,9,,S,180.0,162.0,,
630887,R,2020,2020-09-24 22:37:00+00:00,2020-09-24 22:37:00+00:00,,1,9,,S,185.0,187.0,,
630888,R,2020,2020-09-22 22:05:00+00:00,2020-09-22 22:05:00+00:00,,1,9,,S,180.0,186.0,,
630889,R,2020,2020-09-25 22:37:00+00:00,2020-09-25 22:37:00+00:00,,1,9,,S,185.0,189.0,,
630890,R,2020,2020-08-22 20:05:00+00:00,2020-08-22 20:05:00+00:00,,1,7,,S,180.0,162.0,,
630891,R,2020,2020-09-26 22:37:00+00:00,2020-09-26 22:37:00+00:00,,1,9,,S,185.0,189.0,,
630892,R,2020,2020-09-23 22:05:00+00:00,2020-09-23 22:05:00+00:00,,1,9,,S,180.0,186.0,,
630893,R,2020,2020-09-24 22:05:00+00:00,2020-09-24 22:05:00+00:00,,1,9,,S,180.0,175.0,,
630894,R,2020,2020-09-25 22:05:00+00:00,2020-09-25 22:05:00+00:00,,1,9,,S,180.0,175.0,,
630895,R,2020,2020-09-26 23:07:00+00:00,2020-09-26 23:07:00+00:00,,1,9,,S,180.0,175.0,,
630896,R,2020,2020-08-27 23:07:00+00:00,2020-08-27 23:07:00+00:00,,1,9,,S,180.0,186.0,,
630897,R,2020,2020-08-23 16:35:00+00:00,2020-08-23 16:35:00+00:00,,1,9,,S,180.0,162.0,,
630898,R,2020,2020-08-24 22:05:00+00:00,2020-08-24 22:05:00+00:00,,1,9,,S,180.0,162.0,,
630899,R,2020,2020-07-25 23:15:00+00:00,2020-07-25 23:15:00+00:00,,1,9,9.0,F,180.0,187.0,9.0,2.0
630900,R,2020,2020-08-31 18:07:00+00:00,2020-08-31 18:07:00+00:00,,1,9,,S,185.0,189.0,,
630901,R,2020,2020-08-11 22:37:00+00:00,2020-08-11 22:37:00+00:00,,1,9,,S,185.0,162.0,,
630902,R,2020,2020-08-12 22:37:00+00:00,2020-08-12 22:37:00+00:00,,1,9,,S,185.0,162.0,,
630903,R,2020,2020-08-14 22:37:00+00:00,2020-08-14 22:37:00+00:00,,1,9,,S,185.0,181.0,,
630904,R,2020,2020-09-09 01:05:00+00:00,2020-09-09 01:05:00+00:00,,1,9,,S,160.0,188.0,,
630905,R,2020,2020-08-15 22:37:00+00:00,2020-08-15 22:37:00+00:00,,1,9,,S,185.0,181.0,,
630906,R,2020,2020-08-29 22:37:00+00:00,2020-08-29 22:37:00+00:00,,1,9,,S,185.0,189.0,,
630907,R,2020,2020-09-18 20:05:00+00:00,2020-09-18 20:05:00+00:00,,1,7,,S,185.0,186.0,,
630908,R,2020,2020-09-10 20:05:00+00:00,2020-09-10 20:05:00+00:00,,1,9,,S,160.0,188.0,,
630909,R,2020,2020-09-12 01:05:00+00:00,2020-09-12 01:05:00+00:00,,1,9,,S,160.0,166.0,,
630910,R,2020,2020-09-12 23:05:00+00:00,2020-09-12 23:05:00+00:00,,1,9,,S,160.0,166.0,,
630911,R,2020,2020-09-13 18:35:00+00:00,2020-09-13 18:35:00+00:00,,1,9,,S,160.0,166.0,,
630912,R,2020,2020-09-25 00:05:00+00:00,2020-09-25 00:05:00+00:00,,1,9,,S,160.0,178.0,,
630913,R,2020,2020-09-26 00:05:00+00:00,2020-09-26 00:05:00+00:00,,1,9,,S,160.0,178.0,,
630914,R,2020,2020-09-26 23:05:00+00:00,2020-09-26 23:05:00+00:00,,1,9,,S,160.0,178.0,,
630915,R,2020,2020-09-27 19:05:00+00:00,2020-09-27 19:05:00+00:00,,1,9,,S,160.0,178.0,,
630916,R,2020,2020-07-29 22:05:00+00:00,2020-07-29 22:05:00+00:00,,1,9,10.0,F,185.0,180.0,0.0,4.0
630917,R,2020,2020-07-30 20:05:00+00:00,2020-07-30 20:05:00+00:00,,1,9,9.0,F,185.0,180.0,4.0,6.0
630918,R,2020,2020-08-20 03:33:00+00:00,2020-08-20 03:33:00+00:00,,2,7,,S,185.0,186.0,,
630919,R,2020,2020-08-20 17:05:00+00:00,2020-08-20 17:05:00+00:00,,1,7,,S,185.0,186.0,,
630920,R,2020,2020-08-08 01:05:00+00:00,2020-08-08 01:05:00+00:00,,1,9,4.0,I,160.0,188.0,,
630921,R,2020,2020-08-30 18:35:00+00:00,2020-08-30 18:35:00+00:00,,1,9,,S,160.0,179.0,,
630922,R,2020,2020-08-09 18:35:00+00:00,2020-08-09 18:35:00+00:00,,1,9,,S,160.0,188.0,,
630923,R,2020,2020-08-11 01:05:00+00:00,2020-08-11 01:05:00+00:00,,1,9,,S,160.0,169.0,,
630924,R,2020,2020-08-12 01:05:00+00:00,2020-08-12 01:05:00+00:00,,1,9,,S,160.0,169.0,,
630925,R,2020,2020-09-10 01:05:00+00:00,2020-09-10 01:05:00+00:00,,1,9,,S,160.0,188.0,,
630926,R,2020,2020-08-13 01:05:00+00:00,2020-08-13 01:05:00+00:00,,1,9,,S,160.0,169.0,,
630927,R,2020,2020-08-18 01:05:00+00:00,2020-08-18 01:05:00+00:00,,1,9,,S,160.0,168.0,,
630928,R,2020,2020-08-18 20:05:00+00:00,2020-08-18 20:05:00+00:00,,1,9,,S,160.0,168.0,,
630929,R,2020,2020-08-25 01:05:00+00:00,2020-08-25 01:05:00+00:00,,1,9,,S,160.0,166.0,,
630930,R,2020,2020-08-26 01:05:00+00:00,2020-08-26 01:05:00+00:00,,1,9,,S,160.0,166.0,,
630931,R,2020,2020-08-27 01:05:00+00:00,2020-08-27 01:05:00+00:00,,1,9,,S,160.0,166.0,,
630932,R,2020,2020-08-27 23:07:00+00:00,2020-08-27 23:07:00+00:00,,1,9,,S,160.0,166.0,,
630933,R,2020,2020-08-29 01:05:00+00:00,2020-08-29 01:05:00+00:00,,1,9,,S,160.0,179.0,,
630934,R,2020,2020-08-29 23:05:00+00:00,2020-08-29 23:05:00+00:00,,1,9,,S,160.0,179.0,,
630935,R,2020,2020-08-08 23:05:00+00:00,2020-08-08 23:05:00+00:00,,1,9,,S,160.0,188.0,,
630936,R,2020,2020-09-15 22:40:00+00:00,2020-09-15 22:40:00+00:00,,1,9,,S,181.0,180.0,,
630937,R,2020,2020-09-16 19:10:00+00:00,2020-09-16 19:10:00+00:00,,1,9,,S,181.0,180.0,,
630938,R,2020,2020-09-25 22:40:00+00:00,2020-09-25 22:40:00+00:00,,1,9,,S,181.0,186.0,,
630939,R,2020,2020-09-26 22:40:00+00:00,2020-09-26 22:40:00+00:00,,1,9,,S,181.0,186.0,,
630940,R,2020,2020-07-29 20:05:00+00:00,2020-07-29 20:05:00+00:00,,1,9,9.0,F,160.0,183.0,7.0,4.0
630941,R,2020,2020-07-25 00:05:00+00:00,2020-07-25 00:05:00+00:00,,1,9,9.0,F,160.0,172.0,1.0,0.0
630942,R,2020,2020-07-25 20:05:00+00:00,2020-07-25 20:05:00+00:00,,1,9,9.0,F,160.0,172.0,2.0,3.0
630943,R,2020,2020-07-26 18:35:00+00:00,2020-07-26 18:35:00+00:00,,1,9,9.0,F,160.0,172.0,2.0,5.0
630944,R,2020,2020-07-29 01:05:00+00:00,2020-07-29 01:05:00+00:00,,1,9,9.0,F,160.0,183.0,1.0,4.0
630945,R,2020,2020-09-27 19:10:00+00:00,2020-09-27 19:10:00+00:00,,1,9,,S,181.0,186.0,,
630946,R,2020,2020-08-09 17:10:00+00:00,2020-08-09 17:10:00+00:00,,1,9,,S,181.0,187.0,,
630947,R,2020,2020-09-13 17:10:00+00:00,2020-09-13 17:10:00+00:00,,1,9,,S,181.0,182.0,,
630948,R,2020,2020-08-22 22:40:00+00:00,2020-08-22 22:40:00+00:00,,1,9,,S,181.0,185.0,,
630949,R,2020,2020-08-23 17:10:00+00:00,2020-08-23 17:10:00+00:00,,1,9,,S,181.0,185.0,,
630950,R,2020,2020-08-24 19:10:00+00:00,2020-08-24 19:10:00+00:00,,1,9,,S,181.0,185.0,,
630951,R,2020,2020-08-25 22:40:00+00:00,2020-08-25 22:40:00+00:00,,1,9,,S,181.0,189.0,,
630952,R,2020,2020-08-26 22:40:00+00:00,2020-08-26 22:40:00+00:00,,1,9,,S,181.0,189.0,,
630953,R,2020,2020-08-27 22:40:00+00:00,2020-08-27 22:40:00+00:00,,1,9,,S,181.0,189.0,,
630954,R,2020,2020-09-04 22:40:00+00:00,2020-09-04 22:40:00+00:00,,1,9,,S,181.0,162.0,,
630955,R,2020,2020-09-05 22:40:00+00:00,2020-09-05 22:40:00+00:00,,1,9,,S,181.0,162.0,,
630956,R,2020,2020-09-06 17:10:00+00:00,2020-09-06 17:10:00+00:00,,1,9,,S,181.0,162.0,,
630957,R,2020,2020-09-10 22:40:00+00:00,2020-09-10 22:40:00+00:00,,1,9,,S,181.0,182.0,,
630958,R,2020,2020-09-11 22:40:00+00:00,2020-09-11 22:40:00+00:00,,1,9,,S,181.0,182.0,,
630959,R,2020,2020-09-12 22:40:00+00:00,2020-09-12 22:40:00+00:00,,1,9,,S,181.0,182.0,,
630960,R,2020,2020-08-21 22:40:00+00:00,2020-08-21 22:40:00+00:00,,1,9,,S,181.0,185.0,,
630961,R,2020,2020-09-13 18:15:00+00:00,2020-09-13 18:15:00+00:00,,1,9,,S,170.0,177.0,,
630962,R,2020,2020-08-08 18:10:00+00:00,2020-08-08 18:10:00+00:00,,1,7,,S,181.0,187.0,,
630963,R,2020,2020-09-25 03:33:00+00:00,2020-09-25 03:33:00+00:00,,2,7,,S,170.0,161.0,,
630964,R,2020,2020-09-26 23:07:00+00:00,2020-09-26 23:07:00+00:00,,1,9,,S,170.0,161.0,,
630965,R,2020,2020-09-27 19:15:00+00:00,2020-09-27 19:15:00+00:00,,1,9,,S,170.0,161.0,,
630966,R,2020,2020-07-24 22:40:00+00:00,2020-07-24 22:40:00+00:00,,1,9,9.0,F,181.0,185.0,4.0,6.0
630967,R,2020,2020-07-25 19:10:00+00:00,2020-07-25 19:10:00+00:00,,1,9,9.0,F,181.0,185.0,4.0,1.0
630968,R,2020,2020-07-26 17:10:00+00:00,2020-07-26 17:10:00+00:00,,1,9,10.0,F,181.0,185.0,6.0,5.0
630969,R,2020,2020-07-27 22:40:00+00:00,2020-07-27 22:40:00+00:00,,1,9,9.0,F,181.0,164.0,14.0,5.0
630970,R,2020,2020-07-28 22:40:00+00:00,2020-07-28 22:40:00+00:00,,1,9,9.0,F,181.0,164.0,5.0,2.0
630971,R,2020,2020-08-04 22:40:00+00:00,2020-08-04 22:40:00+00:00,,1,9,9.0,F,181.0,182.0,5.0,1.0
630972,R,2020,2020-08-05 22:40:00+00:00,2020-08-05 22:40:00+00:00,,1,9,9.0,F,181.0,182.0,0.0,5.0
630973,R,2020,2020-08-08 03:33:00+00:00,2020-08-08 03:33:00+00:00,,2,7,,S,181.0,187.0,,
630974,R,2020,2020-08-07 22:40:00+00:00,2020-08-07 22:40:00+00:00,,1,9,9.0,F,181.0,187.0,1.0,0.0
630975,R,2020,2020-09-25 00:15:00+00:00,2020-09-25 00:15:00+00:00,,1,9,,S,170.0,161.0,,
630976,R,2020,2020-08-23 18:15:00+00:00,2020-08-23 18:15:00+00:00,,1,9,,S,170.0,177.0,,
630977,R,2020,2020-08-25 00:15:00+00:00,2020-08-25 00:15:00+00:00,,1,9,,S,170.0,174.0,,
630978,R,2020,2020-08-26 00:15:00+00:00,2020-08-26 00:15:00+00:00,,1,9,,S,170.0,174.0,,
630979,R,2020,2020-08-27 00:15:00+00:00,2020-08-27 00:15:00+00:00,,1,9,,S,170.0,174.0,,
630980,R,2020,2020-08-29 00:15:00+00:00,2020-08-29 00:15:00+00:00,,1,9,,S,170.0,171.0,,
630981,R,2020,2020-08-29 17:15:00+00:00,2020-08-29 17:15:00+00:00,,1,9,,S,170.0,171.0,,
630982,R,2020,2020-08-30 18:15:00+00:00,2020-08-30 18:15:00+00:00,,1,9,,S,170.0,171.0,,
630983,R,2020,2020-09-09 00:15:00+00:00,2020-09-09 00:15:00+00:00,,1,9,,S,170.0,165.0,,
630984,R,2020,2020-09-10 00:15:00+00:00,2020-09-10 00:15:00+00:00,,1,9,,S,170.0,165.0,,
630985,R,2020,2020-09-12 00:15:00+00:00,2020-09-12 00:15:00+00:00,,1,9,,S,170.0,177.0,,
630986,R,2020,2020-08-21 00:15:00+00:00,2020-08-21 00:15:00+00:00,,1,9,,S,170.0,177.0,,
630987,R,2020,2020-08-12 18:15:00+00:00,2020-08-12 18:15:00+00:00,,1,9,,S,170.0,167.0,,
630988,R,2020,2020-09-13 00:15:00+00:00,2020-09-13 00:15:00+00:00,,1,9,,S,170.0,177.0,,
630989,R,2020,2020-07-25 00:15:00+00:00,2020-07-25 00:15:00+00:00,,1,9,9.0,F,170.0,167.0,5.0,4.0
630990,R,2020,2020-08-22 00:15:00+00:00,2020-08-22 00:15:00+00:00,,1,9,,S,170.0,177.0,,
630991,R,2020,2020-08-23 00:15:00+00:00,2020-08-23 00:15:00+00:00,,1,9,,S,170.0,177.0,,
630992,R,2020,2020-07-25 18:15:00+00:00,2020-07-25 18:15:00+00:00,,1,9,9.0,F,170.0,167.0,9.0,1.0
630993,R,2020,2020-07-26 18:15:00+00:00,2020-07-26 18:15:00+00:00,,1,9,9.0,F,170.0,167.0,1.0,5.0
630994,R,2020,2020-09-10 18:10:00+00:00,2020-09-10 18:10:00+00:00,,1,7,,S,170.0,173.0,,
630995,R,2020,2020-09-10 03:33:00+00:00,2020-09-10 03:33:00+00:00,,2,7,,S,170.0,173.0,,
630996,R,2020,2020-08-08 00:15:00+00:00,2020-08-08 00:15:00+00:00,,1,9,,DE,170.0,176.0,,
630997,R,2020,2020-08-09 00:15:00+00:00,2020-08-09 00:15:00+00:00,,1,9,,S,170.0,176.0,,
630998,R,2020,2020-08-09 23:08:00+00:00,2020-08-09 23:08:00+00:00,,1,9,,S,170.0,176.0,,
630999,R,2020,2020-08-11 00:15:00+00:00,2020-08-11 00:15:00+00:00,,1,9,,S,170.0,167.0,,
631000,R,2020,2020-08-12 00:15:00+00:00,2020-08-12 00:15:00+00:00,,1,9,,S,170.0,167.0,,
631001,R,2020,2020-08-27 01:45:00+00:00,2020-08-27 01:45:00+00:00,,1,9,,S,184.0,179.0,,
631002,R,2020,2020-09-27 19:05:00+00:00,2020-09-27 19:05:00+00:00,,1,9,,S,184.0,168.0,,
631003,R,2020,2020-09-05 01:45:00+00:00,2020-09-05 01:45:00+00:00,,1,9,,S,184.0,183.0,,
631004,R,2020,2020-09-06 01:15:00+00:00,2020-09-06 01:15:00+00:00,,1,9,,S,184.0,183.0,,
631005,R,2020,2020-09-06 20:05:00+00:00,2020-09-06 20:05:00+00:00,,1,9,,S,184.0,183.0,,
631006,R,2020,2020-09-08 00:05:00+00:00,2020-09-08 00:05:00+00:00,,1,9,,S,184.0,183.0,,
631007,R,2020,2020-09-09 01:45:00+00:00,2020-09-09 01:45:00+00:00,,1,9,,S,184.0,169.0,,
631008,R,2020,2020-09-10 01:45:00+00:00,2020-09-10 01:45:00+00:00,,1,9,,S,184.0,169.0,,
631009,R,2020,2020-09-22 01:45:00+00:00,2020-09-22 01:45:00+00:00,,1,9,,S,184.0,172.0,,
631010,R,2020,2020-09-23 01:45:00+00:00,2020-09-23 01:45:00+00:00,,1,9,,S,184.0,172.0,,
631011,R,2020,2020-09-24 01:45:00+00:00,2020-09-24 01:45:00+00:00,,1,9,,S,184.0,172.0,,
631012,R,2020,2020-09-24 19:45:00+00:00,2020-09-24 19:45:00+00:00,,1,9,,S,184.0,172.0,,
631013,R,2020,2020-09-26 01:45:00+00:00,2020-09-26 01:45:00+00:00,,1,9,,S,184.0,168.0,,
631014,R,2020,2020-07-29 01:45:00+00:00,2020-07-29 01:45:00+00:00,,1,9,9.0,F,184.0,168.0,3.0,5.0
631015,R,2020,2020-08-26 01:45:00+00:00,2020-08-26 01:45:00+00:00,,1,9,,S,184.0,179.0,,
631016,R,2020,2020-09-27 01:15:00+00:00,2020-09-27 01:15:00+00:00,,1,9,,S,184.0,168.0,,
631017,R,2020,2020-08-28 00:05:00+00:00,2020-08-28 00:05:00+00:00,,1,9,,S,184.0,179.0,,
631018,R,2020,2020-07-31 01:45:00+00:00,2020-07-31 01:45:00+00:00,,1,9,10.0,F,184.0,168.0,7.0,12.0
631019,R,2020,2020-08-01 01:10:00+00:00,2020-08-01 01:10:00+00:00,,1,9,9.0,F,184.0,160.0,9.0,2.0
631020,R,2020,2020-08-02 01:10:00+00:00,2020-08-02 01:10:00+00:00,,1,9,9.0,F,184.0,160.0,7.0,3.0
631021,R,2020,2020-08-02 20:05:00+00:00,2020-08-02 20:05:00+00:00,,1,9,9.0,F,184.0,160.0,5.0,9.0
631022,R,2020,2020-08-15 01:45:00+00:00,2020-08-15 01:45:00+00:00,,1,9,,S,184.0,166.0,,
631023,R,2020,2020-08-15 23:07:00+00:00,2020-08-15 23:07:00+00:00,,1,9,,S,184.0,166.0,,
631024,R,2020,2020-08-16 20:05:00+00:00,2020-08-16 20:05:00+00:00,,1,9,,S,184.0,166.0,,
631025,R,2020,2020-08-20 01:45:00+00:00,2020-08-20 01:45:00+00:00,,1,9,,S,184.0,188.0,,
631026,R,2020,2020-08-21 01:45:00+00:00,2020-08-21 01:45:00+00:00,,1,9,,S,184.0,188.0,,
631027,R,2020,2020-08-22 01:45:00+00:00,2020-08-22 01:45:00+00:00,,1,9,,S,184.0,183.0,,
631028,R,2020,2020-08-23 01:15:00+00:00,2020-08-23 01:15:00+00:00,,1,9,,S,184.0,183.0,,
631029,R,2020,2020-08-23 20:10:00+00:00,2020-08-23 20:10:00+00:00,,1,9,,S,184.0,183.0,,
631030,R,2020,2020-09-06 20:10:00+00:00,2020-09-06 20:10:00+00:00,,1,9,,S,169.0,160.0,,
631031,R,2020,2020-09-07 20:10:00+00:00,2020-09-07 20:10:00+00:00,,1,9,,S,169.0,160.0,,
631032,R,2020,2020-09-16 01:40:00+00:00,2020-09-16 01:40:00+00:00,,1,9,,S,169.0,184.0,,
631033,R,2020,2020-07-30 01:45:00+00:00,2020-07-30 01:45:00+00:00,,1,9,9.0,F,184.0,168.0,7.0,6.0
631034,R,2020,2020-09-17 01:40:00+00:00,2020-09-17 01:40:00+00:00,,1,9,,S,169.0,184.0,,
631035,R,2020,2020-09-23 22:40:00+00:00,2020-09-23 22:40:00+00:00,,1,9,,S,169.0,178.0,,
631036,R,2020,2020-09-20 01:10:00+00:00,2020-09-20 01:10:00+00:00,,1,9,,S,169.0,168.0,,
631037,R,2020,2020-09-20 20:10:00+00:00,2020-09-20 20:10:00+00:00,,1,9,,S,169.0,168.0,,
631038,R,2020,2020-09-22 01:10:00+00:00,2020-09-22 01:10:00+00:00,,1,9,,S,169.0,178.0,,
631039,R,2020,2020-09-23 01:10:00+00:00,2020-09-23 01:10:00+00:00,,1,9,,S,169.0,178.0,,
631040,R,2020,2020-09-19 01:40:00+00:00,2020-09-19 01:40:00+00:00,,1,9,,S,169.0,168.0,,
631041,R,2020,2020-09-05 01:10:00+00:00,2020-09-05 01:10:00+00:00,,1,9,,S,169.0,160.0,,
631042,R,2020,2020-08-06 20:10:00+00:00,2020-08-06 20:10:00+00:00,,1,9,9.0,F,169.0,188.0,1.0,6.0
631043,R,2020,2020-08-06 01:40:00+00:00,2020-08-06 01:40:00+00:00,,1,9,9.0,F,169.0,188.0,7.0,6.0
631044,R,2020,2020-09-06 01:10:00+00:00,2020-09-06 01:10:00+00:00,,1,9,,S,169.0,160.0,,
631045,R,2020,2020-08-08 01:40:00+00:00,2020-08-08 01:40:00+00:00,,1,9,3.0,I,169.0,172.0,,
631046,R,2020,2020-08-09 01:10:00+00:00,2020-08-09 01:10:00+00:00,,1,9,,S,169.0,172.0,,
631047,R,2020,2020-08-09 20:10:00+00:00,2020-08-09 20:10:00+00:00,,1,9,,S,169.0,172.0,,
631048,R,2020,2020-08-20 01:40:00+00:00,2020-08-20 01:40:00+00:00,,1,9,,S,169.0,179.0,,
631049,R,2020,2020-08-20 23:10:00+00:00,2020-08-20 23:10:00+00:00,,1,9,,S,169.0,179.0,,
631050,R,2020,2020-08-22 01:10:00+00:00,2020-08-22 01:10:00+00:00,,1,9,,S,169.0,160.0,,
631051,R,2020,2020-08-23 01:10:00+00:00,2020-08-23 01:10:00+00:00,,1,9,,S,169.0,160.0,,
631052,R,2020,2020-08-23 20:10:00+00:00,2020-08-23 20:10:00+00:00,,1,9,,S,169.0,160.0,,
631053,R,2020,2020-09-02 01:40:00+00:00,2020-09-02 01:40:00+00:00,,1,9,,S,169.0,166.0,,
631054,R,2020,2020-09-03 01:40:00+00:00,2020-09-03 01:40:00+00:00,,1,9,,S,169.0,166.0,,
631055,R,2020,2020-09-03 20:10:00+00:00,2020-09-03 20:10:00+00:00,,1,9,,S,169.0,166.0,,
631056,R,2020,2020-09-10 00:10:00+00:00,2020-09-10 00:10:00+00:00,,1,9,,S,168.0,172.0,,
631057,R,2020,2020-08-05 02:10:00+00:00,2020-08-05 02:10:00+00:00,,1,9,9.0,F,169.0,188.0,3.0,5.0
631058,R,2020,2020-09-12 01:10:00+00:00,2020-09-12 01:10:00+00:00,,1,9,,S,168.0,184.0,,
631059,R,2020,2020-09-13 01:10:00+00:00,2020-09-13 01:10:00+00:00,,1,9,,S,168.0,184.0,,
631060,R,2020,2020-09-13 20:10:00+00:00,2020-09-13 20:10:00+00:00,,1,9,,S,168.0,184.0,,
631061,R,2020,2020-09-15 01:10:00+00:00,2020-09-15 01:10:00+00:00,,1,9,,S,168.0,179.0,,
631062,R,2020,2020-09-16 01:10:00+00:00,2020-09-16 01:10:00+00:00,,1,9,,S,168.0,179.0,,
631063,R,2020,2020-09-16 20:10:00+00:00,2020-09-16 20:10:00+00:00,,1,9,,S,168.0,179.0,,
631064,R,2020,2020-09-23 01:10:00+00:00,2020-09-23 01:10:00+00:00,,1,9,,S,168.0,188.0,,
631065,R,2020,2020-09-23 20:10:00+00:00,2020-09-23 20:10:00+00:00,,1,9,,S,168.0,188.0,,
631066,R,2020,2020-08-01 01:40:00+00:00,2020-08-01 01:40:00+00:00,,1,9,9.0,F,169.0,166.0,5.0,3.0
631067,R,2020,2020-08-02 01:10:00+00:00,2020-08-02 01:10:00+00:00,,1,9,10.0,F,169.0,166.0,2.0,3.0
631068,R,2020,2020-08-02 20:10:00+00:00,2020-08-02 20:10:00+00:00,,1,9,9.0,F,169.0,166.0,2.0,3.0
631069,R,2020,2020-08-05 01:10:00+00:00,2020-08-05 01:10:00+00:00,,1,9,9.0,F,168.0,179.0,2.0,5.0
631070,R,2020,2020-08-04 01:10:00+00:00,2020-08-04 01:10:00+00:00,,1,9,9.0,F,169.0,166.0,1.0,11.0
631071,R,2020,2020-09-09 01:10:00+00:00,2020-09-09 01:10:00+00:00,,1,9,,S,168.0,172.0,,
631072,R,2020,2020-09-11 01:10:00+00:00,2020-09-11 01:10:00+00:00,,1,9,,S,168.0,184.0,,
631073,R,2020,2020-08-08 01:10:00+00:00,2020-08-08 01:10:00+00:00,,1,9,6.0,I,168.0,183.0,,
631074,R,2020,2020-08-09 01:10:00+00:00,2020-08-09 01:10:00+00:00,,1,9,,S,168.0,183.0,,
631075,R,2020,2020-08-09 20:10:00+00:00,2020-08-09 20:10:00+00:00,,1,9,,S,168.0,183.0,,
631076,R,2020,2020-08-20 01:10:00+00:00,2020-08-20 01:10:00+00:00,,1,9,,S,168.0,160.0,,
631077,R,2020,2020-08-21 00:10:00+00:00,2020-08-21 00:10:00+00:00,,1,9,,S,168.0,160.0,,
631078,R,2020,2020-08-22 01:10:00+00:00,2020-08-22 01:10:00+00:00,,1,9,,S,168.0,178.0,,
631079,R,2020,2020-08-23 01:10:00+00:00,2020-08-23 01:10:00+00:00,,1,9,,S,168.0,178.0,,
631080,R,2020,2020-08-23 20:10:00+00:00,2020-08-23 20:10:00+00:00,,1,9,,S,168.0,178.0,,
631081,R,2020,2020-08-26 01:10:00+00:00,2020-08-26 01:10:00+00:00,,1,9,,S,168.0,169.0,,
631082,R,2020,2020-08-27 01:10:00+00:00,2020-08-27 01:10:00+00:00,,1,9,,S,168.0,169.0,,
631083,R,2020,2020-08-27 20:10:00+00:00,2020-08-27 20:10:00+00:00,,1,9,,S,168.0,169.0,,
631084,R,2020,2020-09-08 01:10:00+00:00,2020-09-08 01:10:00+00:00,,1,9,,S,168.0,172.0,,
631085,R,2020,2020-08-06 01:10:00+00:00,2020-08-06 01:10:00+00:00,,1,9,9.0,F,168.0,179.0,6.0,7.0
631086,R,2020,2020-09-20 03:33:00+00:00,2020-09-20 03:33:00+00:00,,1,9,,S,167.0,170.0,,
631087,R,2020,2020-09-21 23:05:00+00:00,2020-09-21 23:05:00+00:00,,1,9,,S,167.0,176.0,,
631088,R,2020,2020-09-22 23:05:00+00:00,2020-09-22 23:05:00+00:00,,1,9,,S,167.0,176.0,,
631089,R,2020,2020-09-23 23:05:00+00:00,2020-09-23 23:05:00+00:00,,1,9,,S,167.0,176.0,,
631090,R,2020,2020-08-04 01:10:00+00:00,2020-08-04 01:10:00+00:00,,1,9,9.0,F,168.0,179.0,5.0,4.0
631091,R,2020,2020-07-25 01:10:00+00:00,2020-07-25 01:10:00+00:00,,1,9,9.0,F,168.0,183.0,7.0,2.0
631092,R,2020,2020-07-26 01:10:00+00:00,2020-07-26 01:10:00+00:00,,1,9,9.0,F,168.0,183.0,5.0,1.0
631096,R,2020,2020-09-08 23:05:00+00:00,2020-09-08 23:05:00+00:00,,1,9,,S,167.0,163.0,,
631097,R,2020,2020-07-26 20:10:00+00:00,2020-07-26 20:10:00+00:00,,1,9,9.0,F,168.0,183.0,3.0,4.0
631098,R,2020,2020-07-27 20:10:00+00:00,2020-07-27 20:10:00+00:00,,1,9,9.0,F,168.0,183.0,6.0,2.0
631099,R,2020,2020-09-24 23:05:00+00:00,2020-09-24 23:05:00+00:00,,1,9,,S,167.0,176.0,,
631100,R,2020,2020-09-09 23:05:00+00:00,2020-09-09 23:05:00+00:00,,1,9,,S,167.0,163.0,,
631101,R,2020,2020-09-17 23:05:00+00:00,2020-09-17 23:05:00+00:00,,1,9,,S,167.0,170.0,,
631102,R,2020,2020-09-18 23:05:00+00:00,2020-09-18 23:05:00+00:00,,1,9,,S,167.0,170.0,,
631103,R,2020,2020-08-21 23:05:00+00:00,2020-08-21 23:05:00+00:00,,1,9,,S,167.0,161.0,,
631104,R,2020,2020-08-22 20:05:00+00:00,2020-08-22 20:05:00+00:00,,1,9,,S,167.0,161.0,,
631105,R,2020,2020-08-07 23:05:00+00:00,2020-08-07 23:05:00+00:00,,1,9,9.0,I,167.0,173.0,,
631106,R,2020,2020-08-08 20:05:00+00:00,2020-08-08 20:05:00+00:00,,1,9,,S,167.0,173.0,,
631107,R,2020,2020-08-23 17:35:00+00:00,2020-08-23 17:35:00+00:00,,1,9,,S,167.0,161.0,,
631108,R,2020,2020-07-25 20:05:00+00:00,2020-07-25 20:05:00+00:00,,1,9,9.0,F,186.0,162.0,7.0,1.0
631109,R,2020,2020-09-01 23:05:00+00:00,2020-09-01 23:05:00+00:00,,1,9,,S,167.0,176.0,,
631110,R,2020,2020-08-09 17:35:00+00:00,2020-08-09 17:35:00+00:00,,1,9,,S,167.0,173.0,,
631111,R,2020,2020-09-02 23:05:00+00:00,2020-09-02 23:05:00+00:00,,1,9,,S,167.0,176.0,,
