game_pk,game_type,season,team_id,opp_team_id,home_away,game_date1,game_date2,status_code,game_number,scheduled_innings,score,opp_score,game_date,season_number,games_remaining,rs,ra,wins,losses,innings_played
631182,R,2020,188,166,away,2020-07-25 02:10:00+00:00,,F,1,9,3.0,7.0,2020-07-25 02:10:00+00:00,1.0,59.0,3.0,7.0,0.0,1.0,10.0
631181,R,2020,188,166,away,2020-07-25 20:10:00+00:00,,F,1,9,4.0,1.0,2020-07-25 20:10:00+00:00,2.0,58.0,7.0,8.0,1.0,1.0,9.0
631165,R,2020,188,166,away,2020-07-26 20:10:00+00:00,,F,1,9,4.0,6.0,2020-07-26 20:10:00+00:00,3.0,57.0,11.0,14.0,1.0,2.0,9.0
631168,R,2020,188,166,away,2020-07-27 19:40:00+00:00,,F,1,9,0.0,3.0,2020-07-27 19:40:00+00:00,4.0,56.0,11.0,17.0,1.0,3.0,9.0
631387,R,2020,188,169,home,2020-07-29 01:40:00+00:00,,F,1,9,10.0,2.0,2020-07-29 01:40:00+00:00,5.0,55.0,21.0,19.0,2.0,3.0,9.0
631389,R,2020,188,169,home,2020-07-30 02:10:00+00:00,,F,1,9,7.0,10.0,2020-07-30 02:10:00+00:00,6.0,54.0,28.0,29.0,2.0,4.0,9.0
631390,R,2020,188,169,home,2020-07-31 01:40:00+00:00,,F,1,9,5.0,8.0,2020-07-31 01:40:00+00:00,7.0,53.0,33.0,37.0,2.0,5.0,9.0
631391,R,2020,188,178,home,2020-08-01 01:10:00+00:00,,F,1,9,6.0,9.0,2020-08-01 01:10:00+00:00,8.0,52.0,39.0,46.0,2.0,6.0,9.0
631392,R,2020,188,178,home,2020-08-01 23:07:00+00:00,,F,1,9,5.0,4.0,2020-08-01 23:07:00+00:00,9.0,51.0,44.0,50.0,3.0,6.0,10.0
631393,R,2020,188,178,home,2020-08-02 20:10:00+00:00,,F,1,9,5.0,6.0,2020-08-02 20:10:00+00:00,10.0,50.0,49.0,56.0,3.0,7.0,11.0
631057,R,2020,188,169,away,2020-08-05 02:10:00+00:00,,F,1,9,5.0,3.0,2020-08-05 02:10:00+00:00,11.0,49.0,54.0,59.0,4.0,7.0,9.0
631043,R,2020,188,169,away,2020-08-06 01:40:00+00:00,,F,1,9,6.0,7.0,2020-08-06 01:40:00+00:00,12.0,48.0,60.0,66.0,4.0,8.0,9.0
631042,R,2020,188,169,away,2020-08-06 20:10:00+00:00,,F,1,9,6.0,1.0,2020-08-06 20:10:00+00:00,13.0,47.0,66.0,67.0,5.0,8.0,9.0
630920,R,2020,188,160,away,2020-08-08 01:05:00+00:00,,I,1,9,,,2020-08-08 01:05:00+00:00,,,,,,,4.0
630935,R,2020,188,160,away,2020-08-08 23:05:00+00:00,,S,1,9,,,2020-08-08 23:05:00+00:00,,,,,,,
630922,R,2020,188,160,away,2020-08-09 18:35:00+00:00,,S,1,9,,,2020-08-09 18:35:00+00:00,,,,,,,
631395,R,2020,188,166,home,2020-08-11 01:40:00+00:00,,S,1,9,,,2020-08-11 01:40:00+00:00,,,,,,,
631396,R,2020,188,166,home,2020-08-12 01:40:00+00:00,,S,1,9,,,2020-08-12 01:40:00+00:00,,,,,,,
631397,R,2020,188,166,home,2020-08-12 20:10:00+00:00,,S,1,9,,,2020-08-12 20:10:00+00:00,,,,,,,
631381,R,2020,188,179,home,2020-08-15 01:40:00+00:00,,S,1,9,,,2020-08-15 01:40:00+00:00,,,,,,,
631363,R,2020,188,179,home,2020-08-16 01:40:00+00:00,,S,1,9,,,2020-08-16 01:40:00+00:00,,,,,,,
631364,R,2020,188,179,home,2020-08-16 20:10:00+00:00,,S,1,9,,,2020-08-16 20:10:00+00:00,,,,,,,
631365,R,2020,188,184,home,2020-08-18 01:40:00+00:00,,S,1,9,,,2020-08-18 01:40:00+00:00,,,,,,,
631366,R,2020,188,184,home,2020-08-18 20:10:00+00:00,,S,1,9,,,2020-08-18 20:10:00+00:00,,,,,,,
631025,R,2020,188,184,away,2020-08-20 01:45:00+00:00,,S,1,9,,,2020-08-20 01:45:00+00:00,,,,,,,
631026,R,2020,188,184,away,2020-08-21 01:45:00+00:00,,S,1,9,,,2020-08-21 01:45:00+00:00,,,,,,,
631186,R,2020,188,166,away,2020-08-22 01:40:00+00:00,,S,1,9,,,2020-08-22 01:40:00+00:00,,,,,,,
631154,R,2020,188,166,away,2020-08-22 20:10:00+00:00,,S,1,9,,,2020-08-22 20:10:00+00:00,,,,,,,
631170,R,2020,188,166,away,2020-08-23 20:10:00+00:00,,S,1,9,,,2020-08-23 20:10:00+00:00,,,,,,,
631439,R,2020,188,178,away,2020-08-25 01:10:00+00:00,,S,1,9,,,2020-08-25 01:10:00+00:00,,,,,,,
631423,R,2020,188,178,away,2020-08-26 01:10:00+00:00,,S,1,9,,,2020-08-26 01:10:00+00:00,,,,,,,
631440,R,2020,188,178,away,2020-08-27 01:10:00+00:00,,S,1,9,,,2020-08-27 01:10:00+00:00,,,,,,,
631426,R,2020,188,178,away,2020-08-27 19:10:00+00:00,,S,1,9,,,2020-08-27 19:10:00+00:00,,,,,,,
631394,R,2020,188,169,home,2020-08-29 01:40:00+00:00,,S,1,9,,,2020-08-29 01:40:00+00:00,,,,,,,
631369,R,2020,188,169,home,2020-08-30 01:40:00+00:00,,S,1,9,,,2020-08-30 01:40:00+00:00,,,,,,,
631371,R,2020,188,169,home,2020-08-30 20:10:00+00:00,,S,1,9,,,2020-08-30 20:10:00+00:00,,,,,,,
631374,R,2020,188,169,home,2020-08-31 20:10:00+00:00,,S,1,9,,,2020-08-31 20:10:00+00:00,,,,,,,
631379,R,2020,188,168,home,2020-09-03 01:40:00+00:00,,S,1,9,,,2020-09-03 01:40:00+00:00,,,,,,,
631368,R,2020,188,168,home,2020-09-03 23:10:00+00:00,,S,1,9,,,2020-09-03 23:10:00+00:00,,,,,,,
631357,R,2020,188,178,home,2020-09-05 01:10:00+00:00,,S,1,9,,,2020-09-05 01:10:00+00:00,,,,,,,
631388,R,2020,188,178,home,2020-09-06 01:10:00+00:00,,S,1,9,,,2020-09-06 01:10:00+00:00,,,,,,,
631359,R,2020,188,178,home,2020-09-06 20:10:00+00:00,,S,1,9,,,2020-09-06 20:10:00+00:00,,,,,,,
630904,R,2020,188,160,away,2020-09-09 01:05:00+00:00,,S,1,9,,,2020-09-09 01:05:00+00:00,,,,,,,
630925,R,2020,188,160,away,2020-09-10 01:05:00+00:00,,S,1,9,,,2020-09-10 01:05:00+00:00,,,,,,,
630908,R,2020,188,160,away,2020-09-10 20:05:00+00:00,,S,1,9,,,2020-09-10 20:05:00+00:00,,,,,,,
631530,R,2020,188,172,away,2020-09-12 00:40:00+00:00,,S,1,9,,,2020-09-12 00:40:00+00:00,,,,,,,
631531,R,2020,188,172,away,2020-09-13 00:10:00+00:00,,S,1,9,,,2020-09-13 00:10:00+00:00,,,,,,,
631532,R,2020,188,172,away,2020-09-13 19:10:00+00:00,,S,1,9,,,2020-09-13 19:10:00+00:00,,,,,,,
631360,R,2020,188,183,home,2020-09-16 01:40:00+00:00,,S,1,9,,,2020-09-16 01:40:00+00:00,,,,,,,
631361,R,2020,188,183,home,2020-09-17 01:40:00+00:00,,S,1,9,,,2020-09-17 01:40:00+00:00,,,,,,,
631362,R,2020,188,183,home,2020-09-17 20:10:00+00:00,,S,1,9,,,2020-09-17 20:10:00+00:00,,,,,,,
631367,R,2020,188,160,home,2020-09-19 01:10:00+00:00,,S,1,9,,,2020-09-19 01:10:00+00:00,,,,,,,
631372,R,2020,188,160,home,2020-09-19 23:07:00+00:00,,S,1,9,,,2020-09-19 23:07:00+00:00,,,,,,,
631375,R,2020,188,160,home,2020-09-20 20:10:00+00:00,,S,1,9,,,2020-09-20 20:10:00+00:00,,,,,,,
631376,R,2020,188,160,home,2020-09-21 03:33:00+00:00,,S,1,9,,,2020-09-21 03:33:00+00:00,,,,,,,
631064,R,2020,188,168,away,2020-09-23 01:10:00+00:00,,S,1,9,,,2020-09-23 01:10:00+00:00,,,,,,,
631065,R,2020,188,168,away,2020-09-23 20:10:00+00:00,,S,1,9,,,2020-09-23 20:10:00+00:00,,,,,,,
631336,R,2020,188,179,away,2020-09-26 01:40:00+00:00,,S,1,9,,,2020-09-26 01:40:00+00:00,,,,,,,
631337,R,2020,188,179,away,2020-09-27 01:10:00+00:00,,S,1,9,,,2020-09-27 01:10:00+00:00,,,,,,,
631338,R,2020,188,179,away,2020-09-27 19:10:00+00:00,,S,1,9,,,2020-09-27 19:10:00+00:00,,,,,,,
631091,R,2020,183,168,away,2020-07-25 01:10:00+00:00,,F,1,9,2.0,7.0,2020-07-25 01:10:00+00:00,1.0,59.0,2.0,7.0,0.0,1.0,9.0
631092,R,2020,183,168,away,2020-07-26 01:10:00+00:00,,F,1,9,1.0,5.0,2020-07-26 01:10:00+00:00,2.0,58.0,3.0,12.0,0.0,2.0,9.0
631097,R,2020,183,168,away,2020-07-26 20:10:00+00:00,,F,1,9,4.0,3.0,2020-07-26 20:10:00+00:00,3.0,57.0,7.0,15.0,1.0,2.0,9.0
631098,R,2020,183,168,away,2020-07-27 20:10:00+00:00,,F,1,9,2.0,6.0,2020-07-27 20:10:00+00:00,4.0,56.0,9.0,21.0,1.0,3.0,9.0
630944,R,2020,183,160,away,2020-07-29 01:05:00+00:00,,F,1,9,4.0,1.0,2020-07-29 01:05:00+00:00,5.0,55.0,13.0,22.0,2.0,3.0,9.0
630940,R,2020,183,160,away,2020-07-29 20:05:00+00:00,,F,1,9,4.0,7.0,2020-07-29 20:05:00+00:00,6.0,54.0,17.0,29.0,2.0,4.0,9.0
630145,R,2020,183,179,home,2020-07-31 01:40:00+00:00,,F,1,9,3.0,6.0,2020-07-31 01:40:00+00:00,7.0,53.0,20.0,35.0,2.0,5.0,9.0
630201,R,2020,183,179,home,2020-08-01 01:40:00+00:00,,F,1,9,5.0,3.0,2020-08-01 01:40:00+00:00,8.0,52.0,25.0,38.0,3.0,5.0,9.0
630100,R,2020,183,179,home,2020-08-02 00:10:00+00:00,,F,1,9,2.0,11.0,2020-08-02 00:10:00+00:00,9.0,51.0,27.0,49.0,3.0,6.0,9.0
630101,R,2020,183,179,home,2020-08-02 20:10:00+00:00,,F,1,9,0.0,3.0,2020-08-02 20:10:00+00:00,10.0,50.0,27.0,52.0,3.0,7.0,9.0
630109,R,2020,183,178,home,2020-08-05 01:10:00+00:00,,F,1,9,2.0,8.0,2020-08-05 01:10:00+00:00,11.0,49.0,29.0,60.0,3.0,8.0,9.0
630110,R,2020,183,178,home,2020-08-06 01:10:00+00:00,,F,1,9,14.0,7.0,2020-08-06 01:10:00+00:00,12.0,48.0,43.0,67.0,4.0,8.0,9.0
630111,R,2020,183,178,home,2020-08-06 23:07:00+00:00,,F,1,9,5.0,4.0,2020-08-06 23:07:00+00:00,13.0,47.0,48.0,71.0,5.0,8.0,9.0
631073,R,2020,183,168,away,2020-08-08 01:10:00+00:00,,I,1,9,,,2020-08-08 01:10:00+00:00,,,,,,,6.0
631074,R,2020,183,168,away,2020-08-09 01:10:00+00:00,,S,1,9,,,2020-08-09 01:10:00+00:00,,,,,,,
631075,R,2020,183,168,away,2020-08-09 20:10:00+00:00,,S,1,9,,,2020-08-09 20:10:00+00:00,,,,,,,
631546,R,2020,183,172,away,2020-08-11 00:40:00+00:00,,S,1,9,,,2020-08-11 00:40:00+00:00,,,,,,,
631547,R,2020,183,172,away,2020-08-12 00:40:00+00:00,,S,1,9,,,2020-08-12 00:40:00+00:00,,,,,,,
631535,R,2020,183,172,away,2020-08-12 19:10:00+00:00,,S,1,9,,,2020-08-12 19:10:00+00:00,,,,,,,
630115,R,2020,183,168,home,2020-08-15 01:40:00+00:00,,S,1,9,,,2020-08-15 01:40:00+00:00,,,,,,,
630116,R,2020,183,168,home,2020-08-16 00:10:00+00:00,,S,1,9,,,2020-08-16 00:10:00+00:00,,,,,,,
630117,R,2020,183,168,home,2020-08-16 20:10:00+00:00,,S,1,9,,,2020-08-16 20:10:00+00:00,,,,,,,
630118,R,2020,183,166,home,2020-08-18 01:40:00+00:00,,S,1,9,,,2020-08-18 01:40:00+00:00,,,,,,,
630174,R,2020,183,166,home,2020-08-18 22:10:00+00:00,,S,1,9,,,2020-08-18 22:10:00+00:00,,,,,,,
631179,R,2020,183,166,away,2020-08-20 01:40:00+00:00,,S,1,9,,,2020-08-20 01:40:00+00:00,,,,,,,
631180,R,2020,183,166,away,2020-08-21 01:40:00+00:00,,S,1,9,,,2020-08-21 01:40:00+00:00,,,,,,,
631027,R,2020,183,184,away,2020-08-22 01:45:00+00:00,,S,1,9,,,2020-08-22 01:45:00+00:00,,,,,,,
631028,R,2020,183,184,away,2020-08-23 01:15:00+00:00,,S,1,9,,,2020-08-23 01:15:00+00:00,,,,,,,
631029,R,2020,183,184,away,2020-08-23 20:10:00+00:00,,S,1,9,,,2020-08-23 20:10:00+00:00,,,,,,,
630193,R,2020,183,172,home,2020-08-25 01:40:00+00:00,,S,1,9,,,2020-08-25 01:40:00+00:00,,,,,,,
630194,R,2020,183,172,home,2020-08-26 01:40:00+00:00,,S,1,9,,,2020-08-26 01:40:00+00:00,,,,,,,
630099,R,2020,183,172,home,2020-08-27 01:40:00+00:00,,S,1,9,,,2020-08-27 01:40:00+00:00,,,,,,,
630203,R,2020,183,172,home,2020-08-27 22:10:00+00:00,,S,1,9,,,2020-08-27 22:10:00+00:00,,,,,,,
630216,R,2020,183,184,home,2020-08-29 01:40:00+00:00,,S,1,9,,,2020-08-29 01:40:00+00:00,,,,,,,
630217,R,2020,183,184,home,2020-08-30 00:10:00+00:00,,S,1,9,,,2020-08-30 00:10:00+00:00,,,,,,,
630219,R,2020,183,184,home,2020-08-30 20:10:00+00:00,,S,1,9,,,2020-08-30 20:10:00+00:00,,,,,,,
631355,R,2020,183,179,away,2020-09-02 01:40:00+00:00,,S,1,9,,,2020-09-02 01:40:00+00:00,,,,,,,
631356,R,2020,183,179,away,2020-09-03 01:40:00+00:00,,S,1,9,,,2020-09-03 01:40:00+00:00,,,,,,,
631370,R,2020,183,179,away,2020-09-04 01:40:00+00:00,,S,1,9,,,2020-09-04 01:40:00+00:00,,,,,,,
631003,R,2020,183,184,away,2020-09-05 01:45:00+00:00,,S,1,9,,,2020-09-05 01:45:00+00:00,,,,,,,
631004,R,2020,183,184,away,2020-09-06 01:15:00+00:00,,S,1,9,,,2020-09-06 01:15:00+00:00,,,,,,,
631005,R,2020,183,184,away,2020-09-06 20:05:00+00:00,,S,1,9,,,2020-09-06 20:05:00+00:00,,,,,,,
631006,R,2020,183,184,away,2020-09-08 00:05:00+00:00,,S,1,9,,,2020-09-08 00:05:00+00:00,,,,,,,
630220,R,2020,183,179,home,2020-09-09 01:40:00+00:00,,S,1,9,,,2020-09-09 01:40:00+00:00,,,,,,,
630221,R,2020,183,179,home,2020-09-10 01:40:00+00:00,,S,1,9,,,2020-09-10 01:40:00+00:00,,,,,,,
630223,R,2020,183,179,home,2020-09-11 01:40:00+00:00,,S,1,9,,,2020-09-11 01:40:00+00:00,,,,,,,
630224,R,2020,183,169,home,2020-09-12 01:40:00+00:00,,S,1,9,,,2020-09-12 01:40:00+00:00,,,,,,,
630225,R,2020,183,169,home,2020-09-13 00:10:00+00:00,,S,1,9,,,2020-09-13 00:10:00+00:00,,,,,,,
630226,R,2020,183,169,home,2020-09-13 20:10:00+00:00,,S,1,9,,,2020-09-13 20:10:00+00:00,,,,,,,
631360,R,2020,183,188,away,2020-09-16 01:40:00+00:00,,S,1,9,,,2020-09-16 01:40:00+00:00,,,,,,,
631361,R,2020,183,188,away,2020-09-17 01:40:00+00:00,,S,1,9,,,2020-09-17 01:40:00+00:00,,,,,,,
631362,R,2020,183,188,away,2020-09-17 20:10:00+00:00,,S,1,9,,,2020-09-17 20:10:00+00:00,,,,,,,
631436,R,2020,183,178,away,2020-09-19 00:10:00+00:00,,S,1,9,,,2020-09-19 00:10:00+00:00,,,,,,,
631437,R,2020,183,178,away,2020-09-19 23:10:00+00:00,,S,1,9,,,2020-09-19 23:10:00+00:00,,,,,,,
631424,R,2020,183,178,away,2020-09-20 18:10:00+00:00,,S,1,9,,,2020-09-20 18:10:00+00:00,,,,,,,
630243,R,2020,183,160,home,2020-09-23 01:10:00+00:00,,S,1,9,,,2020-09-23 01:10:00+00:00,,,,,,,
630263,R,2020,183,160,home,2020-09-23 22:10:00+00:00,,S,1,9,,,2020-09-23 22:10:00+00:00,,,,,,,
630270,R,2020,183,172,home,2020-09-26 01:40:00+00:00,,S,1,9,,,2020-09-26 01:40:00+00:00,,,,,,,
630271,R,2020,183,172,home,2020-09-27 00:10:00+00:00,,S,1,9,,,2020-09-27 00:10:00+00:00,,,,,,,
630202,R,2020,183,172,home,2020-09-27 19:10:00+00:00,,S,1,9,,,2020-09-27 19:10:00+00:00,,,,,,,
631664,R,2020,189,182,away,2020-07-24 23:30:00+00:00,,F,1,9,2.0,13.0,2020-07-24 23:30:00+00:00,1.0,59.0,2.0,13.0,0.0,1.0,9.0
631666,R,2020,189,182,away,2020-07-25 17:35:00+00:00,,F,1,9,7.0,2.0,2020-07-25 17:35:00+00:00,2.0,58.0,9.0,15.0,1.0,1.0,9.0
631668,R,2020,189,182,away,2020-07-26 17:35:00+00:00,,F,1,9,7.0,4.0,2020-07-26 17:35:00+00:00,3.0,57.0,16.0,19.0,2.0,1.0,9.0
630495,R,2020,189,187,home,2020-07-29 23:35:00+00:00,,F,1,9,3.0,9.0,2020-07-29 23:35:00+00:00,4.0,56.0,19.0,28.0,2.0,2.0,9.0
630496,R,2020,189,187,home,2020-07-30 23:05:00+00:00,,F,1,9,6.0,8.0,2020-07-30 23:05:00+00:00,5.0,55.0,25.0,36.0,2.0,3.0,9.0
630592,R,2020,189,181,home,2020-07-31 23:35:00+00:00,,F,1,9,6.0,3.0,2020-07-31 23:35:00+00:00,6.0,54.0,31.0,39.0,3.0,3.0,9.0
630492,R,2020,189,181,home,2020-08-01 23:35:00+00:00,,F,1,9,5.0,4.0,2020-08-01 23:35:00+00:00,7.0,53.0,36.0,43.0,4.0,3.0,11.0
630493,R,2020,189,181,home,2020-08-02 17:05:00+00:00,,F,1,9,5.0,1.0,2020-08-02 17:05:00+00:00,8.0,52.0,41.0,44.0,5.0,3.0,9.0
630575,R,2020,189,162,home,2020-08-04 23:35:00+00:00,,F,1,9,0.0,4.0,2020-08-04 23:35:00+00:00,9.0,51.0,41.0,48.0,5.0,4.0,9.0
631339,R,2020,189,162,away,2020-08-05 03:33:00+00:00,,F,2,7,1.0,2.0,2020-08-05 03:33:00+00:00,10.0,50.0,42.0,50.0,5.0,5.0,7.0
630591,R,2020,189,162,home,2020-08-05 21:05:00+00:00,,F,1,7,0.0,1.0,2020-08-05 21:05:00+00:00,11.0,49.0,42.0,51.0,5.0,6.0,7.0
631340,R,2020,189,162,away,2020-08-06 23:35:00+00:00,,F,1,9,7.0,8.0,2020-08-06 23:35:00+00:00,12.0,48.0,49.0,59.0,5.0,7.0,9.0
630879,R,2020,189,180,away,2020-08-07 22:05:00+00:00,,F,1,9,11.0,0.0,2020-08-07 22:05:00+00:00,13.0,47.0,60.0,59.0,6.0,7.0,9.0
630880,R,2020,189,180,away,2020-08-08 22:05:00+00:00,,S,1,9,,,2020-08-08 22:05:00+00:00,,,,,,,
630882,R,2020,189,180,away,2020-08-09 16:35:00+00:00,,S,1,9,,,2020-08-09 16:35:00+00:00,,,,,,,
631139,R,2020,189,186,away,2020-08-11 23:05:00+00:00,,S,1,9,,,2020-08-11 23:05:00+00:00,,,,,,,
631141,R,2020,189,186,away,2020-08-12 23:05:00+00:00,,S,1,9,,,2020-08-12 23:05:00+00:00,,,,,,,
631142,R,2020,189,186,away,2020-08-13 20:05:00+00:00,,S,1,9,,,2020-08-13 20:05:00+00:00,,,,,,,
631683,R,2020,189,180,home,2020-08-14 23:35:00+00:00,,S,1,9,,,2020-08-14 23:35:00+00:00,,,,,,,
630568,R,2020,189,180,home,2020-08-15 23:35:00+00:00,,S,1,9,,,2020-08-15 23:35:00+00:00,,,,,,,
631679,R,2020,189,180,home,2020-08-16 17:05:00+00:00,,S,1,9,,,2020-08-16 17:05:00+00:00,,,,,,,
631678,R,2020,189,185,home,2020-08-17 23:35:00+00:00,,S,1,9,,,2020-08-17 23:35:00+00:00,,,,,,,
631681,R,2020,189,185,home,2020-08-18 23:35:00+00:00,,S,1,9,,,2020-08-18 23:35:00+00:00,,,,,,,
631682,R,2020,189,185,home,2020-08-19 17:05:00+00:00,,S,1,9,,,2020-08-19 17:05:00+00:00,,,,,,,
631684,R,2020,189,182,home,2020-08-20 23:35:00+00:00,,S,1,9,,,2020-08-20 23:35:00+00:00,,,,,,,
631665,R,2020,189,182,home,2020-08-21 23:35:00+00:00,,S,1,9,,,2020-08-21 23:35:00+00:00,,,,,,,
631667,R,2020,189,182,home,2020-08-22 23:35:00+00:00,,S,1,9,,,2020-08-22 23:35:00+00:00,,,,,,,
631670,R,2020,189,182,home,2020-08-23 17:05:00+00:00,,S,1,9,,,2020-08-23 17:05:00+00:00,,,,,,,
630951,R,2020,189,181,away,2020-08-25 22:40:00+00:00,,S,1,9,,,2020-08-25 22:40:00+00:00,,,,,,,
630952,R,2020,189,181,away,2020-08-26 22:40:00+00:00,,S,1,9,,,2020-08-26 22:40:00+00:00,,,,,,,
630953,R,2020,189,181,away,2020-08-27 22:40:00+00:00,,S,1,9,,,2020-08-27 22:40:00+00:00,,,,,,,
630871,R,2020,189,185,away,2020-08-28 22:37:00+00:00,,S,1,9,,,2020-08-28 22:37:00+00:00,,,,,,,
630906,R,2020,189,185,away,2020-08-29 22:37:00+00:00,,S,1,9,,,2020-08-29 22:37:00+00:00,,,,,,,
630852,R,2020,189,185,away,2020-08-30 19:07:00+00:00,,S,1,9,,,2020-08-30 19:07:00+00:00,,,,,,,
630900,R,2020,189,185,away,2020-08-31 18:07:00+00:00,,S,1,9,,,2020-08-31 18:07:00+00:00,,,,,,,
631671,R,2020,189,175,home,2020-09-01 23:35:00+00:00,,S,1,9,,,2020-09-01 23:35:00+00:00,,,,,,,
631673,R,2020,189,175,home,2020-09-02 23:35:00+00:00,,S,1,9,,,2020-09-02 23:35:00+00:00,,,,,,,
630497,R,2020,189,187,home,2020-09-04 03:33:00+00:00,,S,2,7,,,2020-09-04 03:33:00+00:00,,,,,,,
631674,R,2020,189,187,home,2020-09-04 21:05:00+00:00,,S,1,7,,,2020-09-04 21:05:00+00:00,,,,,,,
631675,R,2020,189,187,home,2020-09-05 23:35:00+00:00,,S,1,9,,,2020-09-05 23:35:00+00:00,,,,,,,
631676,R,2020,189,187,home,2020-09-06 17:05:00+00:00,,S,1,9,,,2020-09-06 17:05:00+00:00,,,,,,,
631211,R,2020,189,175,away,2020-09-08 23:10:00+00:00,,S,1,9,,,2020-09-08 23:10:00+00:00,,,,,,,
631212,R,2020,189,175,away,2020-09-09 23:10:00+00:00,,S,1,9,,,2020-09-09 23:10:00+00:00,,,,,,,
631183,R,2020,189,187,away,2020-09-10 23:05:00+00:00,,S,1,9,,,2020-09-10 23:05:00+00:00,,,,,,,
631184,R,2020,189,187,away,2020-09-11 23:05:00+00:00,,S,1,9,,,2020-09-11 23:05:00+00:00,,,,,,,
631185,R,2020,189,187,away,2020-09-12 17:05:00+00:00,,S,1,9,,,2020-09-12 17:05:00+00:00,,,,,,,
631187,R,2020,189,187,away,2020-09-13 17:05:00+00:00,,S,1,9,,,2020-09-13 17:05:00+00:00,,,,,,,
631677,R,2020,189,164,home,2020-09-14 23:35:00+00:00,,S,1,9,,,2020-09-14 23:35:00+00:00,,,,,,,
631680,R,2020,189,164,home,2020-09-15 23:35:00+00:00,,S,1,9,,,2020-09-15 23:35:00+00:00,,,,,,,
631659,R,2020,189,164,home,2020-09-16 23:35:00+00:00,,S,1,9,,,2020-09-16 23:35:00+00:00,,,,,,,
631660,R,2020,189,181,home,2020-09-17 23:35:00+00:00,,S,1,9,,,2020-09-17 23:35:00+00:00,,,,,,,
631661,R,2020,189,181,home,2020-09-18 23:35:00+00:00,,S,1,9,,,2020-09-18 23:35:00+00:00,,,,,,,
631662,R,2020,189,181,home,2020-09-19 23:35:00+00:00,,S,1,9,,,2020-09-19 23:35:00+00:00,,,,,,,
631672,R,2020,189,181,home,2020-09-20 17:05:00+00:00,,S,1,9,,,2020-09-20 17:05:00+00:00,,,,,,,
631636,R,2020,189,182,away,2020-09-22 23:30:00+00:00,,S,1,9,,,2020-09-22 23:30:00+00:00,,,,,,,
631637,R,2020,189,182,away,2020-09-23 23:30:00+00:00,,S,1,9,,,2020-09-23 23:30:00+00:00,,,,,,,
631640,R,2020,189,182,away,2020-09-24 23:30:00+00:00,,S,1,9,,,2020-09-24 23:30:00+00:00,,,,,,,
630889,R,2020,189,185,away,2020-09-25 22:37:00+00:00,,S,1,9,,,2020-09-25 22:37:00+00:00,,,,,,,
630891,R,2020,189,185,away,2020-09-26 22:37:00+00:00,,S,1,9,,,2020-09-26 22:37:00+00:00,,,,,,,
630858,R,2020,189,185,away,2020-09-27 19:07:00+00:00,,S,1,9,,,2020-09-27 19:07:00+00:00,,,,,,,
631664,R,2020,182,189,home,2020-07-24 23:30:00+00:00,,F,1,9,13.0,2.0,2020-07-24 23:30:00+00:00,1.0,59.0,13.0,2.0,1.0,0.0,9.0
631666,R,2020,182,189,home,2020-07-25 17:35:00+00:00,,F,1,9,2.0,7.0,2020-07-25 17:35:00+00:00,2.0,58.0,15.0,9.0,1.0,1.0,9.0
631668,R,2020,182,189,home,2020-07-26 17:35:00+00:00,,F,1,9,4.0,7.0,2020-07-26 17:35:00+00:00,3.0,57.0,19.0,16.0,1.0,2.0,9.0
631669,R,2020,182,175,home,2020-07-27 23:35:00+00:00,,F,1,9,4.0,7.0,2020-07-27 23:35:00+00:00,4.0,56.0,23.0,23.0,1.0,3.0,9.0
631663,R,2020,182,175,home,2020-07-28 23:30:00+00:00,,F,1,9,3.0,8.0,2020-07-28 23:30:00+00:00,5.0,55.0,26.0,31.0,1.0,4.0,9.0
631239,R,2020,182,175,away,2020-07-29 23:10:00+00:00,,F,1,9,6.0,5.0,2020-07-29 23:10:00+00:00,6.0,54.0,32.0,36.0,2.0,4.0,9.0
631238,R,2020,182,175,away,2020-07-30 23:07:00+00:00,,F,1,9,4.0,2.0,2020-07-30 23:07:00+00:00,7.0,53.0,36.0,38.0,3.0,4.0,9.0
631222,R,2020,182,187,away,2020-07-31 23:05:00+00:00,,F,1,9,1.0,5.0,2020-07-31 23:05:00+00:00,8.0,52.0,37.0,43.0,3.0,5.0,9.0
631224,R,2020,182,187,away,2020-08-01 23:07:00+00:00,,F,1,9,2.0,5.0,2020-08-01 23:07:00+00:00,9.0,51.0,39.0,48.0,3.0,6.0,9.0
631210,R,2020,182,187,away,2020-08-02 23:08:00+00:00,,F,1,9,7.0,9.0,2020-08-02 23:08:00+00:00,10.0,50.0,46.0,57.0,3.0,7.0,9.0
630971,R,2020,182,181,away,2020-08-04 22:40:00+00:00,,F,1,9,1.0,5.0,2020-08-04 22:40:00+00:00,11.0,49.0,47.0,62.0,3.0,8.0,9.0
630972,R,2020,182,181,away,2020-08-05 22:40:00+00:00,,F,1,9,5.0,0.0,2020-08-05 22:40:00+00:00,12.0,48.0,52.0,62.0,4.0,8.0,9.0
631623,R,2020,182,185,home,2020-08-07 23:30:00+00:00,,I,1,9,,,2020-08-07 23:30:00+00:00,,,,,,,8.0
631658,R,2020,182,185,home,2020-08-08 23:30:00+00:00,,S,1,9,,,2020-08-08 23:30:00+00:00,,,,,,,
631630,R,2020,182,185,home,2020-08-09 17:35:00+00:00,,S,1,9,,,2020-08-09 17:35:00+00:00,,,,,,,
